Species,col_mpa,col_2bp,Group,Color
Catonella_massiliensis,9.95E-05,0,s17_6,(WMS)MPA only
Catonella_morbi,5.84E-05,0.000103469,s17_6,shared
Centipeda_artemidis,0,2.19E-05,s17_6,(WMS)2bRAD-M only
Centipeda_felix,0,2.49E-05,s17_6,(WMS)2bRAD-M only
Centipeda_infelix,0,1.75E-05,s17_6,(WMS)2bRAD-M only
Centipeda_noxia,1.94E-06,7.85E-05,s17_6,shared
Centipeda_periodontii,0,1.70E-05,s17_6,(WMS)2bRAD-M only
Centipeda_sp001683335,0,2.05E-05,s17_6,(WMS)2bRAD-M only
Chlamydophila_abortus,0,0.001546289,s17_6,(WMS)2bRAD-M only
Corynebacterium_durum,0.013698967,0.010755402,s17_6,shared
Corynebacterium_kefirresidentii,7.55E-06,7.88E-05,s17_6,shared
Corynebacterium_matruchotii,0.003070284,0.002980379,s17_6,shared
Cutibacterium_acnes,0.000890873,0.001214934,s17_6,shared
Cutibacterium_granulosum,0,3.55E-05,s17_6,(WMS)2bRAD-M only
Desulfovibrio_sp000403945,3.42E-05,0.000103993,s17_6,shared
Desulfovibrio_sp003860215,0,1.62E-05,s17_6,(WMS)2bRAD-M only
Dialister_invisus,0.00050371,0.000652885,s17_6,shared
Eikenella_corrodens,0.000461904,0.001232321,s17_6,shared
Eikenella_corrodens_B,0,0.000179624,s17_6,(WMS)2bRAD-M only
Eikenella_exigua,0,0.000125294,s17_6,(WMS)2bRAD-M only
Eikenella_halliae,0.000555916,0.000315416,s17_6,shared
Eikenella_longinqua,0,4.44E-05,s17_6,(WMS)2bRAD-M only
Eubacterium_A_nodatum,0,0.000165851,s17_6,(WMS)2bRAD-M only
Eubacterium_M_brachy,0.000484132,0.000500783,s17_6,shared
Eubacterium_N_saphenum,0.000286319,0.000273139,s17_6,shared
F0040_sp000318095,0,0.001834921,s17_6,(WMS)2bRAD-M only
F0040_sp003639005,0,0.000750824,s17_6,(WMS)2bRAD-M only
F0040_sp003859795,0,5.45E-05,s17_6,(WMS)2bRAD-M only
F0040_sp900095835,0,0.00267903,s17_6,(WMS)2bRAD-M only
F0058_sp000163695,0.001066865,0.00080446,s17_6,shared
F0422_sp001553345,0.009708852,0.009507279,s17_6,shared
F0422_sp003992015,0,0.000271286,s17_6,(WMS)2bRAD-M only
F0422_sp003999875,0,0.000177357,s17_6,(WMS)2bRAD-M only
Filifactor_alocis,0.000685616,0.000419043,s17_6,shared
Fretibacterium_fastidiosum,7.19E-05,9.78E-05,s17_6,shared
Fusobacterium_animalis,0.000795331,0,s17_6,(WMS)MPA only
Fusobacterium_hwasookii,0.001025569,0,s17_6,(WMS)MPA only
Fusobacterium_massiliense,0.001373374,0.001070257,s17_6,shared
Fusobacterium_nucleatum,0.000362589,0,s17_6,(WMS)MPA only
Fusobacterium_nucleatum_J,0.000952766,0,s17_6,(WMS)MPA only
Fusobacterium_periodonticum_D,0,0.004135474,s17_6,(WMS)2bRAD-M only
Fusobacterium_polymorphum,0.001223077,0.002433234,s17_6,shared
Fusobacterium_pseudoperiodonticum,0.011684842,0.00403562,s17_6,shared
Fusobacterium_vincentii,0.001530095,0.002807232,s17_6,shared
Gemella_haemolysans,0,0.001056063,s17_6,(WMS)2bRAD-M only
Gemella_haemolysans_A,0.012651679,0.008780896,s17_6,shared
Gemella_haemolysans_B,0.001098882,0.00065526,s17_6,shared
Gemella_morbillorum,0.008410015,0.005498762,s17_6,shared
Gemella_sanguinis,0.009627891,0.008975051,s17_6,shared
Gemella_sp002871655,0,0.005644261,s17_6,(WMS)2bRAD-M only
Gemella_sp900766305,0,0.000199781,s17_6,(WMS)2bRAD-M only
GN02-872_sp003260325,0.001242042,0.001171225,s17_6,shared
GN02-873_sp003260345,0.001960389,0.000961765,s17_6,shared
GN02-873_sp013332525,0,0.002451143,s17_6,(WMS)2bRAD-M only
Gordonia_aichiensis,0,9.96E-06,s17_6,(WMS)2bRAD-M only
Gordonia_polyisoprenivorans,3.97E-05,0.000139102,s17_6,shared
Gordonia_sputi,0,6.63E-05,s17_6,(WMS)2bRAD-M only
Granulicatella_adiacens,0.005754323,0.004304858,s17_6,shared
Granulicatella_elegans,0.01073646,0.003163554,s17_6,shared
Granulicatella_sp001058355,0.007112605,0.00440584,s17_6,shared
Granulicatella_sp001071995,0,0.001472456,s17_6,(WMS)2bRAD-M only
Granulicatella_sp900551535,0,0.0013533,s17_6,(WMS)2bRAD-M only
Haemophilus_A_parahaemolyticus,0,0.00029318,s17_6,(WMS)2bRAD-M only
Haemophilus_A_paraphrohaemolyticus,0,0.000160362,s17_6,(WMS)2bRAD-M only
Haemophilus_A_sputorum,0.011650989,0.011490353,s17_6,shared
Haemophilus_D_parainfluenzae,0.15023499,0.025453508,s17_6,shared
Haemophilus_D_parainfluenzae_A,0,0.002616184,s17_6,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_J,0,0.004128608,s17_6,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_K,0,0.025251087,s17_6,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_L,0,0.017035145,s17_6,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_M,0,0.025557611,s17_6,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_N,0,0.013707332,s17_6,(WMS)2bRAD-M only
Haemophilus_D_pittmaniae,0,5.86E-05,s17_6,(WMS)2bRAD-M only
Haemophilus_D_sp001679485,0,0.016294312,s17_6,(WMS)2bRAD-M only
Haemophilus_D_sp001815355,0,0.015144322,s17_6,(WMS)2bRAD-M only
Haemophilus_D_sp900755445,0,0.00319166,s17_6,(WMS)2bRAD-M only
Haemophilus_D_sp900756155,0,0.004656558,s17_6,(WMS)2bRAD-M only
Haemophilus_D_sp900756875,0,0.004306211,s17_6,(WMS)2bRAD-M only
Haemophilus_D_sp900764435,0,0.001182916,s17_6,(WMS)2bRAD-M only
Haemophilus_haemolyticus,0,0.007467644,s17_6,(WMS)2bRAD-M only
Haemophilus_haemolyticus_I,0,0.00051775,s17_6,(WMS)2bRAD-M only
Haemophilus_influenzae,0.001926333,5.93E-05,s17_6,shared
Haemophilus_quentini,0,0.000833134,s17_6,(WMS)2bRAD-M only
Haemophilus_seminalis,0.001565681,0,s17_6,(WMS)MPA only
Haemophilus_sp001276515,0,0.000395382,s17_6,(WMS)2bRAD-M only
Haemophilus_sp002998595,0,0.003319876,s17_6,(WMS)2bRAD-M only
Hornefia_nodata,0.000143058,0,s17_6,(WMS)MPA only
HOT-345_sp003260355,0.000290704,0.000386939,s17_6,shared
HOT-345_sp013333295,0.003644452,0.001879476,s17_6,shared
HOT-345_sp013333605,0.001700173,0.001048415,s17_6,shared
JABCPE02_sp013333255,0.007893865,0.003401163,s17_6,shared
JABCPE02_sp013333875,0,0.001818935,s17_6,(WMS)2bRAD-M only
Johnsonella_ignava,0.000120115,0.00011813,s17_6,shared
Johnsonella_sp900766185,2.00E-05,9.36E-05,s17_6,shared
Kingella_A_denitrificans,0.002470625,0.002018853,s17_6,shared
Kingella_B_oralis,0.000107981,0.000230025,s17_6,shared
Kingella_kingae,3.62E-05,6.25E-05,s17_6,shared
Klebsiella_pneumoniae,0,8.59E-06,s17_6,(WMS)2bRAD-M only
Lachnoanaerobaculum_orale,0,7.26E-05,s17_6,(WMS)2bRAD-M only
Lachnoanaerobaculum_saburreum,0,7.02E-05,s17_6,(WMS)2bRAD-M only
Lachnoanaerobaculum_sp000209465,0.000268883,0.000284724,s17_6,shared
Lachnoanaerobaculum_sp000287675,0.000774326,0.000372263,s17_6,shared
Lachnoanaerobaculum_sp000296385,0,0.00027287,s17_6,(WMS)2bRAD-M only
Lancefieldella_rimae,6.24E-05,0.000115863,s17_6,shared
Lancefieldella_sp000564995,1.04E-05,0.000181004,s17_6,shared
Lautropia_dentalis,0.000649113,0.000711443,s17_6,shared
Lautropia_mirabilis,0.001763188,0.001235761,s17_6,shared
Lawsonella_clevelandensis_A,0.000103189,0.000237454,s17_6,shared
Leptotrichia_A_sp000469505,0.002237735,0.001559518,s17_6,shared
Leptotrichia_A_sp001274535,0.002178188,0.000697471,s17_6,shared
Leptotrichia_buccalis,0.000610264,0.000432657,s17_6,shared
Leptotrichia_hofstadii,0.000246247,0.00060202,s17_6,shared
Leptotrichia_hongkongensis,0.000595173,0.000219209,s17_6,shared
Leptotrichia_massiliensis,0.00187066,0.001189175,s17_6,shared
Leptotrichia_trevisanii,4.77E-05,0.000309674,s17_6,shared
Leptotrichia_wadei,0,0.000351367,s17_6,(WMS)2bRAD-M only
Leptotrichia_wadei_A,0.000188534,0.000341507,s17_6,shared
Mesocricetibacter_sp905373425,0.000108695,0,s17_6,(WMS)MPA only
Metamycoplasma_salivarium,5.38E-05,0,s17_6,(WMS)MPA only
Mogibacterium_diversum,0.000260318,0.000275371,s17_6,shared
Mogibacterium_timidum,0.000174871,0.000229626,s17_6,shared
Nanogingivalis_gingivitcus,0.000441205,0,s17_6,(WMS)MPA only
Nanogingivalis_sp900555945,0.023904798,0,s17_6,(WMS)MPA only
Nanosyncoccus_sp905372495,1.70E-05,0,s17_6,(WMS)MPA only
Neisseria_bacilliformis,0,0.000217917,s17_6,(WMS)2bRAD-M only
Neisseria_bergeri,0,0.00031897,s17_6,(WMS)2bRAD-M only
Neisseria_cerebrosa,0,0.000360393,s17_6,(WMS)2bRAD-M only
Neisseria_cinerea,0,0.000292133,s17_6,(WMS)2bRAD-M only
Neisseria_elongata,0.010117937,0.010530884,s17_6,shared
Neisseria_flavescens,0,0.000742924,s17_6,(WMS)2bRAD-M only
Neisseria_flavescens_A,0,0.000293221,s17_6,(WMS)2bRAD-M only
Neisseria_flavescens_B,0,0.005241828,s17_6,(WMS)2bRAD-M only
Neisseria_flavescens_C,0,0.001789809,s17_6,(WMS)2bRAD-M only
Neisseria_lactamica,0,0.000291379,s17_6,(WMS)2bRAD-M only
Neisseria_lactamica_B,0,0.000233326,s17_6,(WMS)2bRAD-M only
Neisseria_macacae,0,0.000551851,s17_6,(WMS)2bRAD-M only
Neisseria_meningitidis,0,0.001168896,s17_6,(WMS)2bRAD-M only
Neisseria_mucosa,6.85E-05,0.000851199,s17_6,shared
Neisseria_mucosa_A,0,0.000445631,s17_6,(WMS)2bRAD-M only
Neisseria_polysaccharea,0,1.64E-05,s17_6,(WMS)2bRAD-M only
Neisseria_potus,0,8.98E-05,s17_6,(WMS)2bRAD-M only
Neisseria_sicca,0,0.000262104,s17_6,(WMS)2bRAD-M only
Neisseria_sicca_A,0,0.000245267,s17_6,(WMS)2bRAD-M only
Neisseria_sicca_B,0.004730283,0.001074206,s17_6,shared
Neisseria_sicca_C,0,0.000170107,s17_6,(WMS)2bRAD-M only
Neisseria_sicca_D,0,0.000814294,s17_6,(WMS)2bRAD-M only
Neisseria_sicca_E,0,0.000151095,s17_6,(WMS)2bRAD-M only
Neisseria_sp000090875,0.00312504,0.002213751,s17_6,shared
Neisseria_sp000186165,0,0.028187844,s17_6,(WMS)2bRAD-M only
Neisseria_sp000227275,0,0.000808794,s17_6,(WMS)2bRAD-M only
Neisseria_sp000952795,0,0.000466251,s17_6,(WMS)2bRAD-M only
Neisseria_sp001809325,0,0.001226587,s17_6,(WMS)2bRAD-M only
Neisseria_sp001815675,0,0.000290944,s17_6,(WMS)2bRAD-M only
Neisseria_sp002237445,0,0.000483481,s17_6,(WMS)2bRAD-M only
Neisseria_subflava,0,0.031651048,s17_6,(WMS)2bRAD-M only
Neisseria_subflava_A,0,0.013935797,s17_6,(WMS)2bRAD-M only
Neisseria_subflava_C,0.104733485,0.009633653,s17_6,shared
Olsenella_sp001189515,0,2.48E-05,s17_6,(WMS)2bRAD-M only
Oribacterium_asaccharolyticum,0,0.000156052,s17_6,(WMS)2bRAD-M only
Oribacterium_parvum,0.00026042,0.000257505,s17_6,shared
Oribacterium_sinus,0.00027755,0.000652729,s17_6,shared
Oribacterium_sp000160135,2.17E-05,7.11E-05,s17_6,shared
Ottowia_sp001262075,0.00054888,0.000518839,s17_6,shared
Pantoea_piersonii,0,1.26E-05,s17_6,(WMS)2bRAD-M only
Parvimonas_micra,0.00305397,0.00275,s17_6,shared
Parvimonas_sp015257355,0.001957228,0,s17_6,(WMS)MPA only
Pauljensenia_bouchesdurhonensis,0,2.01E-05,s17_6,(WMS)2bRAD-M only
Pauljensenia_cardiffensis,0,2.55E-05,s17_6,(WMS)2bRAD-M only
Pauljensenia_georgiae,0,3.83E-05,s17_6,(WMS)2bRAD-M only
Pauljensenia_hongkongensis,0.000116139,0.000187056,s17_6,shared
Pauljensenia_odontolytica,0,5.71E-05,s17_6,(WMS)2bRAD-M only
Pauljensenia_odontolytica_A,0,0.000368266,s17_6,(WMS)2bRAD-M only
Pauljensenia_odontolytica_B,0,0.000275805,s17_6,(WMS)2bRAD-M only
Pauljensenia_odontolytica_C,0,0.000264438,s17_6,(WMS)2bRAD-M only
Pauljensenia_pyogenes_A,0,3.40E-05,s17_6,(WMS)2bRAD-M only
Pauljensenia_sp000185285,0.001073595,0.001099896,s17_6,shared
Pauljensenia_sp000278725,0.000164572,0.000145428,s17_6,shared
Pauljensenia_sp000308055,0.000159984,0.00015604,s17_6,shared
Pauljensenia_sp000411415,0.001695075,5.87E-05,s17_6,shared
Pauljensenia_sp000466265,0,9.64E-05,s17_6,(WMS)2bRAD-M only
Pauljensenia_sp000758755,0,6.46E-05,s17_6,(WMS)2bRAD-M only
Pauljensenia_sp001064145,0,0.000157987,s17_6,(WMS)2bRAD-M only
Pauljensenia_sp001072465,0,0.000492175,s17_6,(WMS)2bRAD-M only
Pauljensenia_sp001838165,0,0.000331567,s17_6,(WMS)2bRAD-M only
Pauljensenia_sp900556405,0,5.48E-05,s17_6,(WMS)2bRAD-M only
Pauljensenia_sp902373435,0,0.000102581,s17_6,(WMS)2bRAD-M only
Pauljensenia_sp902373545,0.000623315,0.000559285,s17_6,shared
Peptidiphaga_gingivicola,0.000280405,0.000153534,s17_6,shared
Peptidiphaga_sp000466165,0.000272656,0.000456433,s17_6,shared
Peptoanaerobacter_yurii,9.07E-06,0,s17_6,(WMS)MPA only
Peptostreptococcus_stomatis,3.80E-05,0,s17_6,(WMS)MPA only
Porphyromonas_catoniae,0.000733234,0.001662787,s17_6,shared
Porphyromonas_endodontalis,0.001156187,0.000637997,s17_6,shared
Porphyromonas_gingivalis,0.001112648,0.001287721,s17_6,shared
Porphyromonas_pasteri,0.052500521,0.04366845,s17_6,shared
Porphyromonas_sp000467855,0.009230531,0.005494723,s17_6,shared
Porphyromonas_sp003640335,0.005888407,0.003539165,s17_6,shared
Porphyromonas_sp905372525,0.001633182,0,s17_6,(WMS)MPA only
Prevotella_aurantiaca,0,8.69E-05,s17_6,(WMS)2bRAD-M only
Prevotella_baroniae,4.62E-05,0.000104674,s17_6,shared
Prevotella_buccae,0,3.32E-05,s17_6,(WMS)2bRAD-M only
Prevotella_conceptionensis,0.001708228,0.001423153,s17_6,shared
Prevotella_denticola,0,0.000134188,s17_6,(WMS)2bRAD-M only
Prevotella_enoeca,0,7.74E-05,s17_6,(WMS)2bRAD-M only
Prevotella_fusca,0,7.16E-05,s17_6,(WMS)2bRAD-M only
Prevotella_histicola,7.64E-05,0.000158193,s17_6,shared
Prevotella_intermedia,0.000765557,0.001117444,s17_6,shared
Prevotella_jejuni,0,0.000688822,s17_6,(WMS)2bRAD-M only
Prevotella_koreensis,0.000173443,0.000253652,s17_6,shared
Prevotella_loescheii,0.001064316,0.000795162,s17_6,shared
Prevotella_maculosa,2.74E-05,8.24E-05,s17_6,shared
Prevotella_marshii,8.16E-07,6.19E-05,s17_6,shared
Prevotella_melaninogenica,0.009493704,0.007001082,s17_6,shared
Prevotella_melaninogenica_A,0,0.002443677,s17_6,(WMS)2bRAD-M only
Prevotella_micans,0,4.20E-05,s17_6,(WMS)2bRAD-M only
Prevotella_nanceiensis,0.00237182,0.001459024,s17_6,shared
Prevotella_nigrescens,9.89E-05,0.000262698,s17_6,shared
Prevotella_oris,0.000742615,0.000779223,s17_6,shared
Prevotella_oulorum,3.85E-05,0.000163591,s17_6,shared
Prevotella_pallens,0.001257541,0.001136064,s17_6,shared
Prevotella_pleuritidis,0.00248959,0.002450335,s17_6,shared
Prevotella_saccharolytica,3.66E-05,7.32E-05,s17_6,shared
Prevotella_salivae,1.80E-05,0.000110423,s17_6,shared
Prevotella_scopos,0,0.000433108,s17_6,(WMS)2bRAD-M only
Prevotella_shahii,0.001586991,0.001144121,s17_6,shared
Prevotella_sp000163055,0.003907727,0.002621091,s17_6,shared
Prevotella_sp000257925,4.43E-05,0.000151785,s17_6,shared
Prevotella_sp000467895,0.000337506,0.000533663,s17_6,shared
Prevotella_sp000599605,0,2.42E-05,s17_6,(WMS)2bRAD-M only
Prevotella_sp003043925,0,4.39E-05,s17_6,(WMS)2bRAD-M only
Prevotella_sp013333285,2.03E-05,7.72E-05,s17_6,shared
Prevotella_sp013333935,0,3.99E-05,s17_6,(WMS)2bRAD-M only
Prevotella_sp905372445,0.000167223,0,s17_6,(WMS)MPA only
Prevotella_veroralis,0.000127865,0.000159833,s17_6,shared
Pseudomonas_B_luteola,0,7.28E-06,s17_6,(WMS)2bRAD-M only
Pseudonocardia_ammonioxydans,0,2.90E-06,s17_6,(WMS)2bRAD-M only
Psychrobacter_sanguinis,1.56E-05,0,s17_6,(WMS)MPA only
Psychrobacter_sp000213615,0,0.000149219,s17_6,(WMS)2bRAD-M only
Ralstonia_sp000620465,0,4.33E-05,s17_6,(WMS)2bRAD-M only
Rodentibacter_sp901420285,0,8.76E-05,s17_6,(WMS)2bRAD-M only
Rothia_aeria,0.011443285,0.012484817,s17_6,shared
Rothia_dentocariosa,0.020654749,0.02559313,s17_6,shared
Rothia_mucilaginosa,0.012433677,0.013371609,s17_6,shared
Rothia_mucilaginosa_A,0,0.000161632,s17_6,(WMS)2bRAD-M only
Rothia_mucilaginosa_B,0,0.00062022,s17_6,(WMS)2bRAD-M only
Rothia_sp001808955,0,0.003383634,s17_6,(WMS)2bRAD-M only
Rothia_sp902373285,0,6.23E-05,s17_6,(WMS)2bRAD-M only
Saccharimonas_sp013333645,0,4.28E-05,s17_6,(WMS)2bRAD-M only
Saccharimonas_sp015257605,0.000293151,0,s17_6,(WMS)MPA only
SDRK01_sp007845205,9.24E-05,0,s17_6,(WMS)MPA only
SDRW01_sp007845485,0.000384308,0.000537884,s17_6,shared
SDRW01_sp013333595,0,0.000172556,s17_6,(WMS)2bRAD-M only
Selenomonas_sputigena,0,3.49E-05,s17_6,(WMS)2bRAD-M only
Shuttleworthia_satelles,3.68E-05,5.35E-05,s17_6,shared
Simonsiella_muelleri,0.001271816,0.001174225,s17_6,shared
Slackia_exigua,0,1.62E-05,s17_6,(WMS)2bRAD-M only
Sphingomonas_paucimobilis,0,9.78E-06,s17_6,(WMS)2bRAD-M only
Stomatobaculum_longum,0,2.59E-05,s17_6,(WMS)2bRAD-M only
Stomatobaculum_longum_A,0.000163553,0,s17_6,(WMS)MPA only
Streptococcus_anginosus,0,0.000194717,s17_6,(WMS)2bRAD-M only
Streptococcus_australis,0,0.00067377,s17_6,(WMS)2bRAD-M only
Streptococcus_australis_A,0,0.000797447,s17_6,(WMS)2bRAD-M only
Streptococcus_chosunense,0,0.006330242,s17_6,(WMS)2bRAD-M only
Streptococcus_cristatus,0.004257265,0.002722067,s17_6,shared
Streptococcus_cristatus_B,0,0.000167664,s17_6,(WMS)2bRAD-M only
Streptococcus_cristatus_C,0,0.000965942,s17_6,(WMS)2bRAD-M only
Streptococcus_cristatus_G,0,0.000258516,s17_6,(WMS)2bRAD-M only
Streptococcus_gordonii,0.000905964,0.001095019,s17_6,shared
Streptococcus_halitosis,0,0.001846464,s17_6,(WMS)2bRAD-M only
Streptococcus_infantis,0.019876344,0.00263233,s17_6,shared
Streptococcus_infantis_B,0,0.001810099,s17_6,(WMS)2bRAD-M only
Streptococcus_infantis_C,0,0.000491526,s17_6,(WMS)2bRAD-M only
Streptococcus_infantis_E,0,0.003602846,s17_6,(WMS)2bRAD-M only
Streptococcus_infantis_F,0,0.002581943,s17_6,(WMS)2bRAD-M only
Streptococcus_infantis_G,0,0.000651461,s17_6,(WMS)2bRAD-M only
Streptococcus_infantis_H,0,0.001670645,s17_6,(WMS)2bRAD-M only
Streptococcus_infantis_I,0,0.003011059,s17_6,(WMS)2bRAD-M only
Streptococcus_intermedius,0.000407658,0.000692563,s17_6,shared
Streptococcus_koreensis,0,0.001787271,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis,0,0.014566336,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_AC,0,0.008781779,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_AD,0,0.000856206,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_AH,0,0.003538401,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_AK,0,0.007852851,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_AP,0,0.002003302,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_AT,0,0.001537933,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_AV,0,0.009476807,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_AW,0,0.001139554,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_AY,0,0.001421563,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_AZ,0,0.001163775,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_BA,0,0.00351687,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_BB,0,0.008575634,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_BE,0,0.009535019,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_BF,0,0.000808639,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_BG,0,0.000630425,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_BK,0,0.002497267,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_BN,0,0.005913911,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_BP,0,0.001484861,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_BQ,0,0.007940618,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_C,0,0.002197747,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_I,0,0.002815451,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_L,0,0.010615794,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_M,0,0.001778274,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_N,0,0.004404937,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_O,0,0.005663721,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_Q,0,0.005938201,s17_6,(WMS)2bRAD-M only
Streptococcus_mitis_Y,0,0.010720867,s17_6,(WMS)2bRAD-M only
Streptococcus_oralis,0,0.009725594,s17_6,(WMS)2bRAD-M only
Streptococcus_oralis_AC,0,0.000989366,s17_6,(WMS)2bRAD-M only
Streptococcus_oralis_BA,0,0.002497267,s17_6,(WMS)2bRAD-M only
Streptococcus_oralis_BC,0,0.001827268,s17_6,(WMS)2bRAD-M only
Streptococcus_oralis_BD,0,0.004349416,s17_6,(WMS)2bRAD-M only
Streptococcus_oralis_BF,0,0.000527142,s17_6,(WMS)2bRAD-M only
Streptococcus_oralis_BG,0,0.001453436,s17_6,(WMS)2bRAD-M only
Streptococcus_oralis_E,0,0.000997697,s17_6,(WMS)2bRAD-M only
Streptococcus_oralis_F,0,0.002241935,s17_6,(WMS)2bRAD-M only
Streptococcus_oralis_G,0,0.001528939,s17_6,(WMS)2bRAD-M only
Streptococcus_oralis_H,0,0.001401064,s17_6,(WMS)2bRAD-M only
Streptococcus_oralis_I,0,0.000356752,s17_6,(WMS)2bRAD-M only
Streptococcus_oralis_K,0,0.001126587,s17_6,(WMS)2bRAD-M only
Streptococcus_oralis_O,0,0.000931369,s17_6,(WMS)2bRAD-M only
Streptococcus_oralis_R,0,0.000784571,s17_6,(WMS)2bRAD-M only
Streptococcus_oralis_S,0.021481894,0.007739297,s17_6,shared
Streptococcus_oralis_T,0,0.002658744,s17_6,(WMS)2bRAD-M only
Streptococcus_oralis_W,0,0.001323227,s17_6,(WMS)2bRAD-M only
Streptococcus_oralis_Y,0,0.00063311,s17_6,(WMS)2bRAD-M only
Streptococcus_oralis_Z,0,0.001640394,s17_6,(WMS)2bRAD-M only
Streptococcus_parasanguinis,0,0.000405197,s17_6,(WMS)2bRAD-M only
Streptococcus_parasanguinis_B,0.000543782,0.001007912,s17_6,shared
Streptococcus_parasanguinis_C,0,0.000544097,s17_6,(WMS)2bRAD-M only
Streptococcus_peroris,0,0.000257229,s17_6,(WMS)2bRAD-M only
Streptococcus_pneumoniae,0,0.008626056,s17_6,(WMS)2bRAD-M only
Streptococcus_pneumoniae_D,0,0.005154909,s17_6,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae,0,0.001131385,s17_6,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae_A,0,0.001230181,s17_6,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae_C,0,0.007897043,s17_6,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae_D,0,0.002456328,s17_6,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae_G,0,0.001592941,s17_6,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae_J,0,0.00058544,s17_6,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae_L,0,0.002943207,s17_6,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae_M,0,0.001579409,s17_6,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae_N,0,0.001155198,s17_6,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae_O,0,0.022154398,s17_6,(WMS)2bRAD-M only
Streptococcus_rubneri,0.001838031,0.002054894,s17_6,shared
Streptococcus_salivarius,0.000126743,0,s17_6,(WMS)MPA only
Streptococcus_sanguinis,0.00214301,0.001353499,s17_6,shared
Streptococcus_sanguinis_H,0,0.00161228,s17_6,(WMS)2bRAD-M only
Streptococcus_sinensis,0,7.74E-05,s17_6,(WMS)2bRAD-M only
Streptococcus_sp000187745,0,0.024357578,s17_6,(WMS)2bRAD-M only
Streptococcus_sp000235485,0,0.000745728,s17_6,(WMS)2bRAD-M only
Streptococcus_sp000314795,0,0.000260704,s17_6,(WMS)2bRAD-M only
Streptococcus_sp000411475,0,0.000419709,s17_6,(WMS)2bRAD-M only
Streptococcus_sp001553685,0,0.001549477,s17_6,(WMS)2bRAD-M only
Streptococcus_sp001587175,0,0.005375901,s17_6,(WMS)2bRAD-M only
Streptococcus_sp001808705,0,0.00062144,s17_6,(WMS)2bRAD-M only
Streptococcus_sp001811505,0,0.000997834,s17_6,(WMS)2bRAD-M only
Streptococcus_sp001814775,0,0.00187295,s17_6,(WMS)2bRAD-M only
Streptococcus_sp002355895,0,0.000818979,s17_6,(WMS)2bRAD-M only
Streptococcus_sp004166885,0,0.003250952,s17_6,(WMS)2bRAD-M only
Streptococcus_sp013394695,0,0.001958343,s17_6,(WMS)2bRAD-M only
Streptococcus_sp900104285,0,0.001766774,s17_6,(WMS)2bRAD-M only
Streptococcus_sp902363395,0,0.000231407,s17_6,(WMS)2bRAD-M only
Streptococcus_symci,0.174513492,0,s17_6,(WMS)MPA only
